,attack_sucess_1,attack_sucess_2,total_dmg,avg_dmg,build_name,build_level,target_ac,encounter_num
77,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,77
78,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,78
79,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,79
80,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,80
81,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,81
82,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,82
83,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,83
84,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,84
85,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,85
86,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,86
87,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,87
88,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,88
89,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,89
90,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,90
91,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,91
92,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,92
93,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,93
94,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,94
95,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,95
96,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,96
97,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,97
98,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,98
99,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,27,99
0,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,0
1,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,1
2,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,2
3,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,3
4,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,4
5,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,5
6,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,6
7,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,7
8,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,8
9,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,9
10,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,10
11,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,11
12,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,12
13,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,13
14,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,14
15,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,15
16,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,16
17,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,17
18,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,18
19,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,19
20,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,20
21,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,21
22,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,22
23,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,23
24,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,24
25,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,25
26,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,26
27,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,27
28,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,28
29,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,29
30,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,30
31,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,31
32,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,32
33,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,33
34,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,34
35,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,35
36,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,36
37,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,37
38,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,38
39,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,39
40,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,40
41,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,41
42,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,42
43,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,43
44,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,44
45,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,45
46,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,46
47,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,47
48,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,48
49,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,49
50,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,50
51,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,51
52,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,52
53,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,53
54,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,54
55,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,55
56,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,56
57,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,57
58,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,58
59,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,59
60,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,60
61,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,61
62,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,62
63,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,63
64,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,64
65,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,65
66,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,66
67,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,67
68,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,68
69,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,69
70,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,70
71,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,71
72,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,72
73,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,73
74,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,74
75,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,75
76,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,76
77,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,77
78,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,78
79,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,79
80,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,80
81,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,81
82,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,82
83,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,83
84,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,84
85,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,85
86,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,86
87,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,87
88,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,88
89,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,89
90,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,90
91,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,91
92,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,92
93,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,93
94,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,94
95,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,95
96,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,96
97,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,97
98,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,98
99,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,28,99
0,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,0
1,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,1
2,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,2
3,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,3
4,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,4
5,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,5
6,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,6
7,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,7
8,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,8
9,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,9
10,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,10
11,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,11
12,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,12
13,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,13
14,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,14
15,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,15
16,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,16
17,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,17
18,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,18
19,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,19
20,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,20
21,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,21
22,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,22
23,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,23
24,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,24
25,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,25
26,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,26
27,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,27
28,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,28
29,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,29
30,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,30
31,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,31
32,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,32
33,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,33
34,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,34
35,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,35
36,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,36
37,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,37
38,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,38
39,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,39
40,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,40
41,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,41
42,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,42
43,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,43
44,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,44
45,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,45
46,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,46
47,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,47
48,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,48
49,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,49
50,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,50
51,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,51
52,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,52
53,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,53
54,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,54
55,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,55
56,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,56
57,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,57
58,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,58
59,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,59
60,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,60
61,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,61
62,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,62
63,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,63
64,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,64
65,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,65
66,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,66
67,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,67
68,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,68
69,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,69
70,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,70
71,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,71
72,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,72
73,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,73
74,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,74
75,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,75
76,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,76
77,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,77
78,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,78
79,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,79
80,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,80
81,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,81
82,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,82
83,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,83
84,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,84
85,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,85
86,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,86
87,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,87
88,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,88
89,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,89
90,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,90
91,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,91
92,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,92
93,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,93
94,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,94
95,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,95
96,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,96
97,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,97
98,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,98
99,0.0,0.0,0.0,0.0,orc-dex fighter   dexterity,1,29,99
0,0.8,0.6,71.0,7.1,dwarf rogue dexterity,1,10,0
1,0.6,0.5,52.0,5.2,dwarf rogue dexterity,1,10,1
2,0.8,0.6,67.0,6.7,dwarf rogue dexterity,1,10,2
3,0.7,0.6,63.0,6.3,dwarf rogue dexterity,1,10,3
4,0.7,0.5,66.0,6.6,dwarf rogue dexterity,1,10,4
5,0.9,0.2,59.0,5.9,dwarf rogue dexterity,1,10,5
6,0.5,0.6,60.0,6.0,dwarf rogue dexterity,1,10,6
7,0.7,0.3,51.0,5.1,dwarf rogue dexterity,1,10,7
8,0.7,0.4,55.0,5.5,dwarf rogue dexterity,1,10,8
9,0.7,0.5,55.0,5.5,dwarf rogue dexterity,1,10,9
10,0.5,0.7,66.0,6.6,dwarf rogue dexterity,1,10,10
11,0.9,0.7,74.0,7.4,dwarf rogue dexterity,1,10,11
12,0.9,0.3,64.0,6.4,dwarf rogue dexterity,1,10,12
13,0.9,0.2,56.0,5.6,dwarf rogue dexterity,1,10,13
14,0.5,0.8,65.0,6.5,dwarf rogue dexterity,1,10,14
15,0.8,0.6,73.0,7.3,dwarf rogue dexterity,1,10,15
16,1.0,0.4,76.0,7.6,dwarf rogue dexterity,1,10,16
17,0.9,0.3,56.0,5.6,dwarf rogue dexterity,1,10,17
18,0.9,0.5,71.0,7.1,dwarf rogue dexterity,1,10,18
19,0.8,0.5,59.0,5.9,dwarf rogue dexterity,1,10,19
20,0.6,0.6,57.0,5.7,dwarf rogue dexterity,1,10,20
21,0.8,0.4,53.0,5.3,dwarf rogue dexterity,1,10,21
22,0.8,0.3,61.0,6.1,dwarf rogue dexterity,1,10,22
23,0.9,0.4,64.0,6.4,dwarf rogue dexterity,1,10,23
24,0.8,0.7,73.0,7.3,dwarf rogue dexterity,1,10,24
25,0.6,0.3,40.0,4.0,dwarf rogue dexterity,1,10,25
26,0.7,0.5,68.0,6.8,dwarf rogue dexterity,1,10,26
27,0.7,0.7,79.0,7.9,dwarf rogue dexterity,1,10,27
28,0.8,0.3,67.0,6.7,dwarf rogue dexterity,1,10,28
29,0.9,0.4,61.0,6.1,dwarf rogue dexterity,1,10,29
30,0.6,0.4,48.0,4.8,dwarf rogue dexterity,1,10,30
31,0.8,0.6,65.0,6.5,dwarf rogue dexterity,1,10,31
32,0.9,0.5,68.0,6.8,dwarf rogue dexterity,1,10,32
33,1.0,0.6,70.0,7.0,dwarf rogue dexterity,1,10,33
34,0.9,0.5,74.0,7.4,dwarf rogue dexterity,1,10,34
35,0.8,0.4,57.0,5.7,dwarf rogue dexterity,1,10,35
36,0.7,0.3,48.0,4.8,dwarf rogue dexterity,1,10,36
37,0.5,0.5,46.0,4.6,dwarf rogue dexterity,1,10,37
38,0.9,0.6,77.0,7.7,dwarf rogue dexterity,1,10,38
39,0.7,0.6,64.0,6.4,dwarf rogue dexterity,1,10,39
40,0.5,0.6,60.0,6.0,dwarf rogue dexterity,1,10,40
41,0.7,0.6,64.0,6.4,dwarf rogue dexterity,1,10,41
42,0.6,0.6,56.0,5.6,dwarf rogue dexterity,1,10,42
43,0.8,0.4,58.0,5.8,dwarf rogue dexterity,1,10,43
44,0.8,0.5,57.0,5.7,dwarf rogue dexterity,1,10,44
45,0.8,0.5,74.0,7.4,dwarf rogue dexterity,1,10,45
46,0.9,0.7,87.0,8.7,dwarf rogue dexterity,1,10,46
47,0.8,0.5,64.0,6.4,dwarf rogue dexterity,1,10,47
48,0.6,0.6,62.0,6.2,dwarf rogue dexterity,1,10,48
49,0.6,0.4,51.0,5.1,dwarf rogue dexterity,1,10,49
50,0.7,0.5,57.0,5.7,dwarf rogue dexterity,1,10,50
51,0.7,0.2,47.0,4.7,dwarf rogue dexterity,1,10,51
52,0.8,0.5,76.0,7.6,dwarf rogue dexterity,1,10,52
53,0.7,0.4,54.0,5.4,dwarf rogue dexterity,1,10,53
54,0.6,0.7,61.0,6.1,dwarf rogue dexterity,1,10,54
55,0.9,0.5,72.0,7.2,dwarf rogue dexterity,1,10,55
56,0.8,0.5,72.0,7.2,dwarf rogue dexterity,1,10,56
57,0.8,0.5,66.0,6.6,dwarf rogue dexterity,1,10,57
58,0.9,0.6,75.0,7.5,dwarf rogue dexterity,1,10,58
59,0.7,0.5,54.0,5.4,dwarf rogue dexterity,1,10,59
60,0.7,0.5,53.0,5.3,dwarf rogue dexterity,1,10,60
61,0.9,0.1,54.0,5.4,dwarf rogue dexterity,1,10,61
62,0.4,0.5,44.0,4.4,dwarf rogue dexterity,1,10,62
63,0.5,0.3,42.0,4.2,dwarf rogue dexterity,1,10,63
64,0.8,0.5,57.0,5.7,dwarf rogue dexterity,1,10,64
65,0.8,0.4,50.0,5.0,dwarf rogue dexterity,1,10,65
66,1.0,0.7,74.0,7.4,dwarf rogue dexterity,1,10,66
67,0.7,0.6,49.0,4.9,dwarf rogue dexterity,1,10,67
68,0.9,0.5,56.0,5.6,dwarf rogue dexterity,1,10,68
69,0.6,0.5,49.0,4.9,dwarf rogue dexterity,1,10,69
70,0.8,0.4,61.0,6.1,dwarf rogue dexterity,1,10,70
71,0.9,0.4,57.0,5.7,dwarf rogue dexterity,1,10,71
72,0.7,0.6,62.0,6.2,dwarf rogue dexterity,1,10,72
73,0.8,0.4,61.0,6.1,dwarf rogue dexterity,1,10,73
74,0.5,0.5,49.0,4.9,dwarf rogue dexterity,1,10,74
75,0.6,0.7,66.0,6.6,dwarf rogue dexterity,1,10,75
76,0.6,0.4,52.0,5.2,dwarf rogue dexterity,1,10,76
77,0.8,0.4,60.0,6.0,dwarf rogue dexterity,1,10,77
78,0.7,0.4,45.0,4.5,dwarf rogue dexterity,1,10,78
79,0.7,0.6,73.0,7.3,dwarf rogue dexterity,1,10,79
80,0.9,0.4,72.0,7.2,dwarf rogue dexterity,1,10,80
81,0.9,0.6,66.0,6.6,dwarf rogue dexterity,1,10,81
82,0.9,0.7,80.0,8.0,dwarf rogue dexterity,1,10,82
83,0.8,0.5,67.0,6.7,dwarf rogue dexterity,1,10,83
84,0.6,0.3,39.0,3.9,dwarf rogue dexterity,1,10,84
85,0.9,0.5,72.0,7.2,dwarf rogue dexterity,1,10,85
86,0.9,0.3,54.0,5.4,dwarf rogue dexterity,1,10,86
87,0.9,0.6,72.0,7.2,dwarf rogue dexterity,1,10,87
88,0.9,0.5,72.0,7.2,dwarf rogue dexterity,1,10,88
89,0.7,0.4,55.0,5.5,dwarf rogue dexterity,1,10,89
90,0.9,0.4,58.0,5.8,dwarf rogue dexterity,1,10,90
91,0.9,0.3,59.0,5.9,dwarf rogue dexterity,1,10,91
92,0.6,0.7,57.0,5.7,dwarf rogue dexterity,1,10,92
93,0.7,0.8,68.0,6.8,dwarf rogue dexterity,1,10,93
94,1.0,0.3,68.0,6.8,dwarf rogue dexterity,1,10,94
95,0.8,0.5,72.0,7.2,dwarf rogue dexterity,1,10,95
96,0.9,0.5,70.0,7.0,dwarf rogue dexterity,1,10,96
97,0.9,0.4,71.0,7.1,dwarf rogue dexterity,1,10,97
98,0.8,0.4,57.0,5.7,dwarf rogue dexterity,1,10,98
99,0.8,0.5,73.0,7.3,dwarf rogue dexterity,1,10,99
0,0.8,0.3,53.0,5.3,dwarf rogue dexterity,1,11,0
1,0.6,0.6,64.0,6.4,dwarf rogue dexterity,1,11,1
2,0.8,0.5,70.0,7.0,dwarf rogue dexterity,1,11,2
3,0.9,0.4,70.0,7.0,dwarf rogue dexterity,1,11,3
4,0.7,0.3,43.0,4.3,dwarf rogue dexterity,1,11,4
5,0.8,0.5,68.0,6.8,dwarf rogue dexterity,1,11,5
6,0.8,0.1,48.0,4.8,dwarf rogue dexterity,1,11,6
7,0.5,0.8,66.0,6.6,dwarf rogue dexterity,1,11,7
8,0.8,0.4,61.0,6.1,dwarf rogue dexterity,1,11,8
9,0.6,0.5,56.0,5.6,dwarf rogue dexterity,1,11,9
10,0.9,0.3,72.0,7.2,dwarf rogue dexterity,1,11,10
11,0.6,0.4,49.0,4.9,dwarf rogue dexterity,1,11,11
12,0.6,0.3,44.0,4.4,dwarf rogue dexterity,1,11,12
13,0.7,0.3,53.0,5.3,dwarf rogue dexterity,1,11,13
14,0.8,0.5,67.0,6.7,dwarf rogue dexterity,1,11,14
15,0.7,0.4,53.0,5.3,dwarf rogue dexterity,1,11,15
16,0.7,0.1,39.0,3.9,dwarf rogue dexterity,1,11,16
17,0.7,0.2,43.0,4.3,dwarf rogue dexterity,1,11,17
18,0.7,0.2,55.0,5.5,dwarf rogue dexterity,1,11,18
19,0.4,0.5,43.0,4.3,dwarf rogue dexterity,1,11,19
20,0.7,0.2,43.0,4.3,dwarf rogue dexterity,1,11,20
21,0.8,0.5,68.0,6.8,dwarf rogue dexterity,1,11,21
22,0.7,0.5,57.0,5.7,dwarf rogue dexterity,1,11,22
23,0.7,0.4,71.0,7.1,dwarf rogue dexterity,1,11,23
24,0.6,0.6,58.0,5.8,dwarf rogue dexterity,1,11,24
25,0.7,0.2,45.0,4.5,dwarf rogue dexterity,1,11,25
26,0.8,0.5,60.0,6.0,dwarf rogue dexterity,1,11,26
27,0.7,0.4,61.0,6.1,dwarf rogue dexterity,1,11,27
28,0.8,0.5,73.0,7.3,dwarf rogue dexterity,1,11,28
29,0.9,0.5,61.0,6.1,dwarf rogue dexterity,1,11,29
30,0.6,0.8,67.0,6.7,dwarf rogue dexterity,1,11,30
31,0.7,0.7,65.0,6.5,dwarf rogue dexterity,1,11,31
32,0.4,0.3,37.0,3.7,dwarf rogue dexterity,1,11,32
33,0.6,0.4,53.0,5.3,dwarf rogue dexterity,1,11,33
34,0.7,0.6,64.0,6.4,dwarf rogue dexterity,1,11,34
35,0.5,0.4,36.0,3.6,dwarf rogue dexterity,1,11,35
36,0.8,0.3,54.0,5.4,dwarf rogue dexterity,1,11,36
37,0.5,0.5,55.0,5.5,dwarf rogue dexterity,1,11,37
38,0.8,0.2,61.0,6.1,dwarf rogue dexterity,1,11,38
39,0.5,0.1,23.0,2.3,dwarf rogue dexterity,1,11,39
40,0.7,0.4,49.0,4.9,dwarf rogue dexterity,1,11,40
41,0.6,0.4,49.0,4.9,dwarf rogue dexterity,1,11,41
42,0.4,0.3,38.0,3.8,dwarf rogue dexterity,1,11,42
43,0.8,0.6,62.0,6.2,dwarf rogue dexterity,1,11,43
44,0.5,0.5,46.0,4.6,dwarf rogue dexterity,1,11,44
45,0.7,0.2,45.0,4.5,dwarf rogue dexterity,1,11,45
46,0.3,0.6,46.0,4.6,dwarf rogue dexterity,1,11,46
47,0.8,0.3,59.0,5.9,dwarf rogue dexterity,1,11,47
48,0.7,0.4,50.0,5.0,dwarf rogue dexterity,1,11,48
49,0.3,0.5,47.0,4.7,dwarf rogue dexterity,1,11,49
50,0.9,0.5,60.0,6.0,dwarf rogue dexterity,1,11,50
51,1.0,0.3,62.0,6.2,dwarf rogue dexterity,1,11,51
