,name,school,subschool,spell_level,casting_time,range,area,effect,targets,duration,saving_throw,spell_resistance,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,bloodline,patron
1141,Unshakable Chill,necromancy,,"druid 2, sorcerer/wizard 2, witch 2, bloodrager 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,10 minutes/level; see text,Fortitude negates (see text),yes,2.0,2.0,,2.0,,,,,,2.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Winter (2)
1142,Utter Contempt,enchantment,,"antipaladin 3, bard 4, sorcerer/wizard 6, psychic 5, mesmerist 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,1 minute/level,Will negates,yes,6.0,6.0,,,,4.0,,,,,,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1143,Vengeful Outrage,enchantment,compulsion,"bard 5, sorcerer/wizard 6, witch 6, psychic 6, mesmerist 5",1 round,close (25 ft. + 5 ft./2 levels),,,one creature,1 minute/level,Will negates,yes,6.0,6.0,,,,5.0,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1144,Vermin Shape I,transmutation,polymorph,"alchemist 4, druid 3, magus 4, sorcerer/wizard 4, witch 3, bloodrager 4",1 standard action,personal,,,you,1 minute/level,,,4.0,4.0,,3.0,,,,4.0,,3.0,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1145,Vermin Shape II,transmutation,polymorph,"alchemist 5, druid 4, magus 5, sorcerer/wizard 5, witch 4",1 standard action,personal,,,you,1 minute/level,,,5.0,5.0,,4.0,,,,5.0,,4.0,,,,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1146,Vestment of the Champion,abjuration,,"antipaladin 2, paladin 2",1 standard action,touch,,,armor or shield touched,1 minute/level,none,no,,,,,,,2.0,,,,,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1147,Virtuoso Performance,transmutation,,bard 4,1 standard action,personal,,,you,1 round/level,,,,,,,,4.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1148,Vision of Hell,illusion,glamer,"bard 3, cleric/oracle 3, sorcerer/wizard 3, witch 3, bloodrager 3, occultist 3, psychic 3, mesmerist 3",1 standard action,medium (100 ft. + 10 ft./level),,50-ft.-radius emanation,,1 minute/level (D),Will negates,no,3.0,3.0,3.0,,,3.0,,,,3.0,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1149,Vitriolic Mist,evocation,,"alchemist 4, sorcerer/wizard 4, summoner/unchained summoner 4, bloodrager 4",1 standard action,personal,,,you,1 round/level (D),,,4.0,4.0,,,,,,4.0,4.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1150,Vocal Alteration,transmutation,,"alchemist 1, bard 1, inquisitor 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, mesmerist 1, medium 1",1 standard action,close (25 ft. + 5 ft./2 levels),,,one humanoid creature,1 minute/level,Fortitude negates,yes,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1151,Volcanic Storm,evocation,,"druid 4, sorcerer/wizard 4, witch 4, bloodrager 4",1 standard action,long (400 ft. + 40 ft./level),"cylinder (20-ft. radius, 40 ft. high)",,,1 round/level (D),none,yes,4.0,4.0,,4.0,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1152,Wall of Sound,evocation,,"bard 4, magus 4, sorcerer/wizard 5, bloodrager 4, psychic 5, spiritualist 5",1 standard action,medium (100 ft. + 10 ft./level),,translucent wall of sound up to 20 ft. long/level or a ring of sound with a radius of up to 5 ft./two levels; either form 20 ft. high,,concentration + 1 round/level,none,yes,5.0,5.0,,,,4.0,,,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
1153,Wartrain Mount,enchantment,compulsion,"antipaladin 1, bard 2, druid 2, inquisitor 1, paladin 1, ranger 1, mesmerist 2",1 minute,close (25 ft. + 5 ft./2 levels),,,one indifferent or friendly animal,1 hour/level,none,yes,,,,2.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1154,Waves of Ecstasy,enchantment,compulsion,"bard 6, cleric/oracle 7, sorcerer/wizard 7, witch 7, psychic 7, mesmerist 6",1 standard action,30 ft.,cone-shaped burst,,,1 round/level; see text,Will partial (see text),yes,7.0,7.0,7.0,,,6.0,,,,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1155,Web Shelter,conjuration,creation,"cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, shaman 2",1 minute,close (25 ft. + 5 ft./two levels),,5 ft.-10 ft. diameter web sphere or 5 ft.-20 ft. hemisphere,,1 hour/level (D),none,no,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1156,Witness,divination,scrying,"bard 3, inquisitor 3, witch 3, occultist 3, psychic 3, mesmerist 3, medium 3",1 standard action,long (400 ft. + 40 ft./level),,,one living creature,1 minute/level (D),Will negates (harmless),yes (harmless),,,,,,3.0,,,,3.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1157,Wooden Phalanx,conjuration,creation,"cleric/oracle 9, sorcerer/wizard 9",1 standard action,medium (100 ft. + 10 ft./level),,"three or more wood golems, no two of which can be more than 30 ft. apart (see text)",,1 hour/level (D),none,no,9.0,9.0,9.0,,,,,,,,,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Thorns (18)
1158,Word of Resolve,abjuration,,paladin 1,1 immediate action,close (25 ft. + 5 ft./2 levels),,,one ally,instantaneous,Will negate (harmless),yes (harmless),,,,,,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1159,Youthful Appearance,transmutation,polymorph,"alchemist 1, bard 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, medium 1",1 standard action,touch,,,creature touched,1 hour/level,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1160,Staggering Fall,transmutation,,"cleric/oracle 2, sorcerer/wizard 2, witch 2",1 immediate action,medium (100 ft. + 10 ft./level),,,one falling creature,1 round/level (see below),Fort. partial (see below),yes,2.0,2.0,2.0,,,,,,,2.0,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1161,Sheet Lightning,evocation,,"druid 3, sorcerer/wizard 3",1 standard action,medium (100 ft. + 10 ft./level),,,20-ft.-radius spread,instantaneous,Fortitude partial,yes,3.0,3.0,,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1162,Breeze,evocation,,sorcerer/wizard 0,1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature or object,1 hour (D),Will negates (harmless),yes,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1163,Drench,conjuration,creation,sorcerer/wizard 0,1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature or object of size Large or smaller,1 round,Reflex negates (object),yes (object),0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1164,Jolt,transmutation,,sorcerer/wizard 0,1 standard action,close (25 ft. + 5 ft./2 levels),,spark of electricity,,instantaneous,none,Yes,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1165,Penumbra,evocation,,sorcerer/wizard 0,1 standard action,touch,,,creature or object touched,10 minutes/level (D),Will negates (harmless),yes,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1166,Root,transmutation,,sorcerer/wizard 0,1 standard action,touch,,,creature touched,1 minute (D),Will negates (harmless),yes,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1167,Scoop,evocation,,sorcerer/wizard 0,1 standard action,close (25 ft. + 5 ft./2 levels),,6 inch diameter container of force Duration concentration,,,none,yes,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1168,Dazzling Blade,illusion,pattern,"bard 1, sorcerer/wizard 1",1 swift action,touch,,,one metal weapon,1 minute/level,Will negates (see text),"yes (harmless, object)",1.0,1.0,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1169,"Dazzling Blade, Mass",illusion,pattern,sorcerer/wizard 3,1 swift action,close (25 ft. + 5 ft./2 levels),,,"One metal weapon/level, no two of which can be more than 30 ft. apart",1 minute/level,Will negates (see text),"yes (harmless, object)",3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1170,Summon Accuser,conjuration,summoning,"bard 4, cleric/oracle 4, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4",1 round,close (25 ft. + 5 ft./2 levels),,1 accuser devil,,10 minutes/level,none,no,4.0,4.0,4.0,,,4.0,,,4.0,4.0,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1171,Summon Infernal Host,conjuration,summoning,"bard 5, cleric/oracle 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",1 round,close (25 ft. + 5 ft./2 levels),,1d4+1 lesser host devils or 1 greater host devil,,1 round/level,none,no,5.0,5.0,5.0,,,5.0,,,5.0,5.0,,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1172,Echean's Excellent Enclosure,abjuration,,sorcerer/wizard 9,1 standard action,touch,immobile 10-ft.-radius emanation,,,1 round/level (D),none,see text,9.0,9.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1173,Ablative Sphere,abjuration,,sorcerer/wizard 3,1 standard action,personal,,,you,1 minute per level (D),,,3.0,3.0,,,,,,,,,,,,,,Garundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1174,Burning Arc,evocation,,sorcerer/wizard 2,1 standard action,close (25 ft. + 5 ft./2 levels),,,one primary target plus one additional target/3 levels  (each of which must be within 15 ft. of the primary target),instantaneous,Reflex half,yes,2.0,2.0,,,,,,,,,,,,,,Keleshite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1175,Snow Shape,transmutation,,"cleric/oracle 2, druid 1, sorcerer/wizard 2",1 standard action,touch,,,"snow or snow-sculpted object touched, up to 5 cubic ft.  + 1 cubic ft./level",instantaneous,none,no,2.0,2.0,2.0,1.0,,,,,,,,2.0,,,,Ulfen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1176,Summon Totem Creature,conjuration,summoning,"cleric/oracle 3, druid 3, ranger 3, sorcerer/wizard 3, summoner/unchained summoner 3",10 minutes,close (25 ft. + 5 ft./2 levels),,one summoned creature,,1 hour (D),none,no,3.0,3.0,3.0,3.0,3.0,,,,3.0,,,3.0,,,,Shoanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1177,Battering Blast,evocation,,sorcerer/wizard 3,1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature or unattended object,instantaneous,Reflex partial (see text),yes,3.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1178,Undeath Ward,abjuration,,"cleric/oracle 5, inquisitor 4, sorcerer/wizard 6, witch 6",1 standard action,10 ft.,"10-ft.-radius emanation, centered on you",,,1 minute/level (D),none or Will negates (see text),yes,6.0,6.0,5.0,,,,,,,6.0,4.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1179,Silk To Steel,transmutation,,"bard 2, sorcerer/wizard 2, witch 2, occultist 2",1 standard action,touch,,,one scarf,1 round/level,none,no,2.0,2.0,,,,2.0,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1180,Aram Zey's Focus,divination,,"alchemist 2, bard 2, sorcerer/wizard 2",1 standard action,personal,,,you,1 minute/level (D),,,2.0,2.0,,,,2.0,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1181,Aram Zey's Trap Ward,abjuration,,sorcerer/wizard 4,1 standard action,personal,,,you,10 minutes/level or until discharged,,,4.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1182,Bite the Hand,enchantment,compulsion,"druid 3, inquisitor 3, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature summoned by a spell or spell-like ability,1 round/level (D),Will negates,yes,4.0,4.0,,3.0,,,,,3.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1183,"Bite the Hand, Mass",enchantment,compulsion,"druid 6, inquisitor 6, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7",1 standard action,medium (100 ft. + 10 ft./level),,,"one creature summoned by a spell or spell-like ability/level, no two of which can be more than 30 ft. apart",1 round/level (D),Will negates,yes,7.0,7.0,,6.0,,,,,6.0,7.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1184,Corpse Lanterns,necromancy,,"sorcerer/wizard 2, witch 2",1 standard action,medium (100 ft. + 10 ft./level),,"up to 4 lights, all within a 10-ft.-radius area",,1 minute/level (D),none,no,2.0,2.0,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1185,Gilded Whispers,divination,,"cleric/oracle 4, sorcerer/wizard 3",1 round,touch,,,a gold or platinum coin,1 day/level (D),Will negates (object),yes (object),3.0,3.0,4.0,,,,,,,,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1186,Lipstitch,necromancy,,"sorcerer/wizard 2, witch 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,instantaneous,Fortitude negates,yes,2.0,2.0,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1187,Petulengro's Validation,divination,,"alchemist 1, inquisitor 1, sorcerer/wizard 1",1 standard action,touch,,,creature touched,instantaneous,none,yes (harmless),1.0,1.0,,,,,,1.0,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1188,Sequester Thoughts,enchantment,compulsion,"bard 3, sorcerer/wizard 5",10 minutes,personal,,,one willing creature,permanent until discharged (see text),,,5.0,5.0,,,,3.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1189,Sharesister,necromancy,,"cleric/oracle 3, witch 3",1 standard action,touch,,,you and one creature of your gender,1 minute/level,Will negates (harmless),yes,,,3.0,,,,,,,3.0,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1190,Stalwart Resolve,enchantment,compulsion,"alchemist 2, cleric/oracle 2, inquisitor 1, paladin 1, witch 2",1 standard action,touch,,,creature touched,1 round/level,Will negates (harmless),yes,,,2.0,,,,1.0,2.0,,2.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1191,Stolen Light,illusion,figment,"bard 3, sorcerer/wizard 3",1 full round,touch,,,transparent gem touched,permanent or 1 minute/level (see text),Will negates (object),yes (object),3.0,3.0,,,,3.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1192,Twisted Innards,transmutation,,"alchemist 2, magus 3, sorcerer/wizard 3, witch 3",1 standard action,personal,,,you,1 minute/level,,,3.0,3.0,,,,,,2.0,,3.0,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1193,Blot,transmutation,,"bard 3, cleric/oracle 3, sorcerer/wizard 3",1 standard action,close (25 ft. + 5 ft/2 levels),10 ft.-radius burst,,,24 hours,Will negates (object),yes (object),3.0,3.0,3.0,,,3.0,,,,,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1194,Fire Sneeze,evocation,,"alchemist 2, druid 2, sorcerer/wizard 2",1 standard action,personal,,,you,1 round + 1 round/2 levels,Reflex half,yes,2.0,2.0,,2.0,,,,2.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1195,Limp Lash,necromancy,,"sorcerer/wizard 2, witch 2",1 standard action,20 ft.,,,1 creature,special (see below),none,yes,2.0,2.0,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1196,Aroden's Spellbane,abjuration,,sorcerer/wizard 9,1 standard action,10 ft.,"10-ft.-radius emanation, centered on you",,,1 hour/level (D),none,see text,9.0,9.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1197,Bladed Dash,transmutation,,"bard 2, magus 2",1 standard action,personal,,,you,instantaneous,,,,,,,,2.0,,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1198,"Bladed Dash, Greater",transmutation,,"bard 5, magus 5",1 standard action,personal,,,you,instantaneous,,,,,,,,5.0,,,,,,,,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1199,Blast Barrier,transmutation,,"druid 4, ranger 3, sorcerer/wizard 3, witch 4",1 standard action,close (25 ft. + 5ft./2 levels),,1-ft.-thick wall up to 10 ft. high by 20 ft. wide,,"concentration, up to 1 round/2 levels",Reflex half (see below),yes (see below),3.0,3.0,,4.0,3.0,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
1200,Call Weapon,transmutation,,"bard 1, magus 1, ranger 1",1 swift action,30 feet,,,one melee weapon wielded by an ally,instantaneous,,,,,,,1.0,1.0,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1201,Crusader's Edge,transmutation,,"cleric/oracle 4, inquisitor 4, paladin 4",1 standard action,touch,,,melee weapon touched,1 minute/level,Fortitude negates,no,,,4.0,,,,4.0,,,,4.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1202,Eaglesoul,conjuration,summoning,"cleric/oracle 6, paladin 4, summoner/unchained summoner 5",1 standard action,personal,,,you,1 hour/level (see below),,,,,6.0,,,,4.0,,5.0,,,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
