,attack_sucess_1,attack_sucess_2,total_dmg,avg_dmg,attack_crit_status_1,attack_crit_status_2,build_name,build_level,target_ac,encounter_num,ancestry,class_build
11,0.8,0.4,29.0,5.8,0.0,0.0,dwarf fighter   dexterity,1,16,11,dwarf,
12,0.4,0.2,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,16,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,16,13,dwarf,
14,0.6,0.0,25.0,5.0,0.0,0.0,dwarf fighter   dexterity,1,16,14,dwarf,
15,0.6,0.2,28.0,5.6,0.0,0.0,dwarf fighter   dexterity,1,16,15,dwarf,
16,0.4,0.2,20.0,4.0,0.0,0.0,dwarf fighter   dexterity,1,16,16,dwarf,
17,0.6,0.2,23.0,4.6,0.0,0.0,dwarf fighter   dexterity,1,16,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,16,18,dwarf,
19,0.6,0.0,26.0,5.2,0.0,0.0,dwarf fighter   dexterity,1,16,19,dwarf,
0,0.8,0.4,43.0,8.6,0.0,0.0,dwarf fighter   dexterity,1,17,0,dwarf,
1,0.4,0.0,21.0,4.2,0.0,0.0,dwarf fighter   dexterity,1,17,1,dwarf,
2,0.4,0.2,10.0,2.0,0.0,0.0,dwarf fighter   dexterity,1,17,2,dwarf,
3,0.0,0.2,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,17,3,dwarf,
4,0.2,0.2,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,17,4,dwarf,
5,0.4,0.2,24.0,4.8,0.0,0.0,dwarf fighter   dexterity,1,17,5,dwarf,
6,0.4,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,17,6,dwarf,
7,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,17,7,dwarf,
8,0.6,0.0,14.0,2.8,0.0,0.0,dwarf fighter   dexterity,1,17,8,dwarf,
9,0.4,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,17,9,dwarf,
10,0.4,0.2,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,17,10,dwarf,
11,0.4,0.0,19.0,3.8,0.0,0.0,dwarf fighter   dexterity,1,17,11,dwarf,
12,0.4,0.0,13.0,2.6,0.0,0.0,dwarf fighter   dexterity,1,17,12,dwarf,
13,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,17,13,dwarf,
14,0.4,0.0,12.0,2.4,0.0,0.0,dwarf fighter   dexterity,1,17,14,dwarf,
15,0.0,0.2,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,17,15,dwarf,
16,0.8,0.0,26.0,5.2,0.0,0.0,dwarf fighter   dexterity,1,17,16,dwarf,
17,0.4,0.2,13.0,2.6,0.0,0.0,dwarf fighter   dexterity,1,17,17,dwarf,
18,0.4,0.0,10.0,2.0,0.0,0.0,dwarf fighter   dexterity,1,17,18,dwarf,
19,0.2,0.2,16.0,3.2,0.0,0.0,dwarf fighter   dexterity,1,17,19,dwarf,
0,0.4,0.0,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,18,0,dwarf,
1,0.2,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,18,1,dwarf,
2,0.6,0.0,17.0,3.4,0.0,0.0,dwarf fighter   dexterity,1,18,2,dwarf,
3,0.6,0.2,34.0,6.8,0.0,0.0,dwarf fighter   dexterity,1,18,3,dwarf,
4,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,18,4,dwarf,
5,0.4,0.0,12.0,2.4,0.0,0.0,dwarf fighter   dexterity,1,18,5,dwarf,
6,0.4,0.0,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,18,6,dwarf,
7,0.6,0.0,23.0,4.6,0.0,0.0,dwarf fighter   dexterity,1,18,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,18,8,dwarf,
9,0.4,0.0,19.0,3.8,0.0,0.0,dwarf fighter   dexterity,1,18,9,dwarf,
10,0.6,0.2,28.0,5.6,0.0,0.0,dwarf fighter   dexterity,1,18,10,dwarf,
11,0.4,0.0,14.0,2.8,0.0,0.0,dwarf fighter   dexterity,1,18,11,dwarf,
12,0.6,0.0,12.0,2.4,0.0,0.0,dwarf fighter   dexterity,1,18,12,dwarf,
13,0.4,0.0,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,18,13,dwarf,
14,0.4,0.4,29.0,5.8,0.0,0.0,dwarf fighter   dexterity,1,18,14,dwarf,
15,0.2,0.2,12.0,2.4,0.0,0.0,dwarf fighter   dexterity,1,18,15,dwarf,
16,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,18,16,dwarf,
17,0.4,0.2,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,18,17,dwarf,
18,0.2,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,18,18,dwarf,
19,0.6,0.2,21.0,4.2,0.0,0.0,dwarf fighter   dexterity,1,18,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,19,0,dwarf,
1,0.2,0.0,4.0,0.8,0.0,0.0,dwarf fighter   dexterity,1,19,1,dwarf,
2,0.4,0.0,10.0,2.0,0.0,0.0,dwarf fighter   dexterity,1,19,2,dwarf,
3,0.4,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,19,3,dwarf,
4,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,19,4,dwarf,
5,0.4,0.0,12.0,2.4,0.0,0.0,dwarf fighter   dexterity,1,19,5,dwarf,
6,0.6,0.0,19.0,3.8,0.0,0.0,dwarf fighter   dexterity,1,19,6,dwarf,
7,0.4,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,19,7,dwarf,
8,0.0,0.4,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,19,8,dwarf,
9,0.8,0.0,35.0,7.0,0.0,0.0,dwarf fighter   dexterity,1,19,9,dwarf,
10,0.6,0.2,16.0,3.2,0.0,0.0,dwarf fighter   dexterity,1,19,10,dwarf,
11,0.4,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,19,11,dwarf,
12,0.2,0.2,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,19,12,dwarf,
13,0.2,0.0,10.0,2.0,0.0,0.0,dwarf fighter   dexterity,1,19,13,dwarf,
14,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,19,14,dwarf,
15,0.4,0.0,15.0,3.0,0.0,0.0,dwarf fighter   dexterity,1,19,15,dwarf,
16,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,19,16,dwarf,
17,0.2,0.2,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,19,17,dwarf,
18,0.6,0.2,25.0,5.0,0.0,0.0,dwarf fighter   dexterity,1,19,18,dwarf,
19,0.4,0.0,13.0,2.6,0.0,0.0,dwarf fighter   dexterity,1,19,19,dwarf,
0,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,20,0,dwarf,
1,0.4,0.2,23.0,4.6,0.0,0.2,dwarf fighter   dexterity,1,20,1,dwarf,
2,0.2,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,20,2,dwarf,
3,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,20,3,dwarf,
4,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,20,4,dwarf,
5,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,20,5,dwarf,
6,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,20,6,dwarf,
7,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,20,7,dwarf,
8,0.4,0.0,24.0,4.8,0.0,0.0,dwarf fighter   dexterity,1,20,8,dwarf,
9,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,20,9,dwarf,
10,0.6,0.4,44.0,8.8,0.0,0.4,dwarf fighter   dexterity,1,20,10,dwarf,
11,0.2,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,20,11,dwarf,
12,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,20,12,dwarf,
13,0.6,0.0,22.0,4.4,0.0,0.0,dwarf fighter   dexterity,1,20,13,dwarf,
14,0.2,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,20,14,dwarf,
15,0.0,0.2,14.0,2.8,0.0,0.2,dwarf fighter   dexterity,1,20,15,dwarf,
16,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,20,16,dwarf,
17,0.2,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,20,17,dwarf,
18,0.2,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,20,18,dwarf,
19,0.2,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,20,19,dwarf,
0,0.4,0.0,8.0,1.6,0.0,0.0,dwarf fighter   dexterity,1,21,0,dwarf,
1,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,21,1,dwarf,
2,0.4,0.0,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,21,2,dwarf,
3,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,21,3,dwarf,
4,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,21,4,dwarf,
5,0.4,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,21,5,dwarf,
6,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,21,6,dwarf,
7,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,21,7,dwarf,
8,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,21,8,dwarf,
9,0.2,0.0,4.0,0.8,0.0,0.0,dwarf fighter   dexterity,1,21,9,dwarf,
10,0.0,0.2,17.0,3.4,0.0,0.2,dwarf fighter   dexterity,1,21,10,dwarf,
11,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,21,11,dwarf,
12,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,21,12,dwarf,
13,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,21,13,dwarf,
14,0.6,0.0,22.0,4.4,0.0,0.0,dwarf fighter   dexterity,1,21,14,dwarf,
15,0.4,0.0,11.0,2.2,0.0,0.0,dwarf fighter   dexterity,1,21,15,dwarf,
16,0.0,0.2,22.0,4.4,0.0,0.2,dwarf fighter   dexterity,1,21,16,dwarf,
17,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,21,17,dwarf,
18,0.6,0.0,24.0,4.8,0.0,0.0,dwarf fighter   dexterity,1,21,18,dwarf,
19,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,21,19,dwarf,
0,0.2,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,22,0,dwarf,
1,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,22,1,dwarf,
2,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,22,2,dwarf,
3,0.0,0.2,12.0,2.4,0.0,0.2,dwarf fighter   dexterity,1,22,3,dwarf,
4,0.6,0.0,20.0,4.0,0.0,0.0,dwarf fighter   dexterity,1,22,4,dwarf,
5,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,22,5,dwarf,
6,0.2,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,22,6,dwarf,
7,0.0,0.2,13.0,2.6,0.0,0.2,dwarf fighter   dexterity,1,22,7,dwarf,
8,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,22,8,dwarf,
9,0.2,0.2,18.0,3.6,0.0,0.2,dwarf fighter   dexterity,1,22,9,dwarf,
10,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,22,10,dwarf,
11,0.0,0.2,12.0,2.4,0.0,0.2,dwarf fighter   dexterity,1,22,11,dwarf,
12,0.4,0.0,17.0,3.4,0.0,0.0,dwarf fighter   dexterity,1,22,12,dwarf,
13,0.6,0.0,23.0,4.6,0.0,0.0,dwarf fighter   dexterity,1,22,13,dwarf,
14,0.2,0.0,9.0,1.8,0.0,0.0,dwarf fighter   dexterity,1,22,14,dwarf,
15,0.0,0.2,7.0,1.4,0.0,0.2,dwarf fighter   dexterity,1,22,15,dwarf,
16,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,22,16,dwarf,
17,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,22,17,dwarf,
18,0.0,0.2,22.0,4.4,0.0,0.2,dwarf fighter   dexterity,1,22,18,dwarf,
19,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,22,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,0,dwarf,
1,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,1,dwarf,
2,0.2,0.0,7.0,1.4,0.0,0.0,dwarf fighter   dexterity,1,23,2,dwarf,
3,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,23,3,dwarf,
4,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,4,dwarf,
5,0.2,0.4,25.0,5.0,0.0,0.4,dwarf fighter   dexterity,1,23,5,dwarf,
6,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,6,dwarf,
7,0.2,0.0,4.0,0.8,0.0,0.0,dwarf fighter   dexterity,1,23,7,dwarf,
8,0.4,0.0,15.0,3.0,0.0,0.0,dwarf fighter   dexterity,1,23,8,dwarf,
9,0.2,0.2,19.0,3.8,0.0,0.2,dwarf fighter   dexterity,1,23,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,10,dwarf,
11,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,11,dwarf,
12,0.4,0.0,16.0,3.2,0.0,0.0,dwarf fighter   dexterity,1,23,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,13,dwarf,
14,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,14,dwarf,
15,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,15,dwarf,
16,0.2,0.2,33.0,6.6,0.0,0.2,dwarf fighter   dexterity,1,23,16,dwarf,
17,0.2,0.0,6.0,1.2,0.0,0.0,dwarf fighter   dexterity,1,23,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,23,18,dwarf,
19,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,23,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,0,dwarf,
1,0.2,0.0,5.0,1.0,0.0,0.0,dwarf fighter   dexterity,1,24,1,dwarf,
2,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,2,dwarf,
3,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,24,3,dwarf,
4,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,24,4,dwarf,
5,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,5,dwarf,
6,0.2,0.0,3.0,0.6,0.0,0.0,dwarf fighter   dexterity,1,24,6,dwarf,
7,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,8,dwarf,
9,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,24,9,dwarf,
10,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,24,10,dwarf,
11,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,11,dwarf,
12,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,13,dwarf,
14,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,14,dwarf,
15,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,15,dwarf,
16,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,16,dwarf,
17,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,24,17,dwarf,
18,0.0,0.2,7.0,1.4,0.0,0.2,dwarf fighter   dexterity,1,24,18,dwarf,
19,0.0,0.2,10.0,2.0,0.0,0.2,dwarf fighter   dexterity,1,24,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,0,dwarf,
1,0.2,0.0,14.0,2.8,0.2,0.0,dwarf fighter   dexterity,1,25,1,dwarf,
2,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,2,dwarf,
3,0.0,0.2,18.0,3.6,0.0,0.2,dwarf fighter   dexterity,1,25,3,dwarf,
4,0.0,0.2,12.0,2.4,0.0,0.2,dwarf fighter   dexterity,1,25,4,dwarf,
5,0.0,0.2,19.0,3.8,0.0,0.2,dwarf fighter   dexterity,1,25,5,dwarf,
6,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,6,dwarf,
7,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,8,dwarf,
9,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,10,dwarf,
11,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,11,dwarf,
12,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,13,dwarf,
14,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,14,dwarf,
15,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,15,dwarf,
16,0.2,0.0,7.0,1.4,0.2,0.0,dwarf fighter   dexterity,1,25,16,dwarf,
17,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,25,17,dwarf,
18,0.0,0.2,16.0,3.2,0.0,0.2,dwarf fighter   dexterity,1,25,18,dwarf,
19,0.0,0.2,18.0,3.6,0.0,0.2,dwarf fighter   dexterity,1,25,19,dwarf,
0,0.4,0.0,24.0,4.8,0.4,0.0,dwarf fighter   dexterity,1,26,0,dwarf,
1,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,1,dwarf,
2,0.0,0.2,7.0,1.4,0.0,0.2,dwarf fighter   dexterity,1,26,2,dwarf,
3,0.0,0.4,28.0,5.6,0.0,0.4,dwarf fighter   dexterity,1,26,3,dwarf,
4,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,26,4,dwarf,
5,0.2,0.0,16.0,3.2,0.2,0.0,dwarf fighter   dexterity,1,26,5,dwarf,
6,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,26,6,dwarf,
7,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,7,dwarf,
8,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,26,8,dwarf,
9,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,10,dwarf,
11,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,11,dwarf,
12,0.0,0.2,19.0,3.8,0.0,0.2,dwarf fighter   dexterity,1,26,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,13,dwarf,
14,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,26,14,dwarf,
15,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,26,15,dwarf,
16,0.0,0.2,7.0,1.4,0.0,0.2,dwarf fighter   dexterity,1,26,16,dwarf,
17,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,18,dwarf,
19,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,26,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,0,dwarf,
1,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,27,1,dwarf,
2,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,2,dwarf,
3,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,3,dwarf,
4,0.0,0.2,14.0,2.8,0.0,0.2,dwarf fighter   dexterity,1,27,4,dwarf,
5,0.2,0.0,13.0,2.6,0.2,0.0,dwarf fighter   dexterity,1,27,5,dwarf,
6,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,6,dwarf,
7,0.2,0.2,32.0,6.4,0.2,0.2,dwarf fighter   dexterity,1,27,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,8,dwarf,
9,0.2,0.2,17.0,3.4,0.2,0.2,dwarf fighter   dexterity,1,27,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,10,dwarf,
11,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,11,dwarf,
12,0.0,0.2,13.0,2.6,0.0,0.2,dwarf fighter   dexterity,1,27,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,13,dwarf,
14,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,27,14,dwarf,
15,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,15,dwarf,
16,0.4,0.0,24.0,4.8,0.4,0.0,dwarf fighter   dexterity,1,27,16,dwarf,
17,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,18,dwarf,
19,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,27,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,0,dwarf,
1,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,1,dwarf,
2,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,2,dwarf,
3,0.0,0.2,14.0,2.8,0.0,0.2,dwarf fighter   dexterity,1,28,3,dwarf,
4,0.2,0.0,18.0,3.6,0.2,0.0,dwarf fighter   dexterity,1,28,4,dwarf,
5,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,5,dwarf,
6,0.0,0.2,8.0,1.6,0.0,0.2,dwarf fighter   dexterity,1,28,6,dwarf,
7,0.2,0.0,15.0,3.0,0.2,0.0,dwarf fighter   dexterity,1,28,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,8,dwarf,
9,0.0,0.2,13.0,2.6,0.0,0.2,dwarf fighter   dexterity,1,28,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,10,dwarf,
11,0.0,0.2,9.0,1.8,0.0,0.2,dwarf fighter   dexterity,1,28,11,dwarf,
12,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,12,dwarf,
13,0.2,0.0,8.0,1.6,0.2,0.0,dwarf fighter   dexterity,1,28,13,dwarf,
14,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,14,dwarf,
15,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,15,dwarf,
16,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,16,dwarf,
17,0.4,0.0,16.0,3.2,0.4,0.0,dwarf fighter   dexterity,1,28,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,28,18,dwarf,
19,0.2,0.4,25.0,5.0,0.2,0.4,dwarf fighter   dexterity,1,28,19,dwarf,
0,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,0,dwarf,
1,0.0,0.2,21.0,4.2,0.0,0.2,dwarf fighter   dexterity,1,29,1,dwarf,
2,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,2,dwarf,
3,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,3,dwarf,
4,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,29,4,dwarf,
5,0.0,0.4,31.0,6.2,0.0,0.4,dwarf fighter   dexterity,1,29,5,dwarf,
6,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,6,dwarf,
7,0.4,0.0,20.0,4.0,0.4,0.0,dwarf fighter   dexterity,1,29,7,dwarf,
8,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,8,dwarf,
9,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,9,dwarf,
10,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,10,dwarf,
11,0.0,0.2,16.0,3.2,0.0,0.2,dwarf fighter   dexterity,1,29,11,dwarf,
12,0.0,0.2,11.0,2.2,0.0,0.2,dwarf fighter   dexterity,1,29,12,dwarf,
13,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,13,dwarf,
14,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,14,dwarf,
15,0.0,0.2,14.0,2.8,0.0,0.2,dwarf fighter   dexterity,1,29,15,dwarf,
16,0.0,0.2,18.0,3.6,0.0,0.2,dwarf fighter   dexterity,1,29,16,dwarf,
17,0.2,0.2,23.0,4.6,0.2,0.2,dwarf fighter   dexterity,1,29,17,dwarf,
18,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,18,dwarf,
19,0.0,0.0,0.0,0.0,0.0,0.0,dwarf fighter   dexterity,1,29,19,dwarf,
0,0.8,0.2,42.0,8.4,0.0,0.0,elf fighter   dexterity,1,10,0,elf,
1,0.8,0.4,41.0,8.2,0.0,0.0,elf fighter   dexterity,1,10,1,elf,
2,0.8,1.0,67.0,13.4,0.0,0.0,elf fighter   dexterity,1,10,2,elf,
3,0.8,0.4,50.0,10.0,0.0,0.0,elf fighter   dexterity,1,10,3,elf,
